age,education_level,cgpa,math_score,physics_score,biology_score,history_score,openness,conscientiousness,extraversion,agreeableness,neuroticism,weekly_self_study_hours,extracurricular_activities,hobbies,interests,budget,career_demand_score,career_aspiration
21,UG,7.1,76,71,63,69,4,3,3,2,1,23,0,"research, finance",business,17,8,Data Scientist
16,Grade 12,7.3,66,59,52,70,1,2,3,1,3,20,1,coding,business,11,6,Lawyer
13,Grade 10,8.6,67,65,83,78,3,5,2,3,2,24,0,"sports, music",arts,11,7,Data Scientist
16,Grade 12,7.2,78,76,71,66,2,4,2,2,2,21,1,finance,business,10,8,Medicine
17,Grade 12,8.2,69,82,89,77,1,2,2,3,2,18,0,"gaming, writing",technology,4,6,Medicine
18,UG,6.2,85,82,75,50,4,2,2,4,1,32,0,"coding, science, reading",healthcare,10,4,Defence Persenal
29,UG,6,65,72,68,81,2,3,3,2,5,16,0,"music, debate",healthcare,11,6,Finance Manager
20,UG,8.3,94,74,88,64,3,4,2,4,4,15,1,"dance, music, writing",technology,13,9,CA
21,UG,8.5,86,70,62,75,2,2,1,2,2,27,0,"science, reading",technology,6,6,CA
27,UG,7.4,65,88,84,50,4,3,1,2,2,12,1,"music, science, painting",technology,8,5,MBA
19,UG,7.1,55,82,74,78,3,4,2,3,1,18,0,"research, history",healthcare,12,7,Arts
23,PG,9.3,85,69,70,92,2,1,2,1,3,21,0,"research, science",business,10,8,Software Engineer
21,UG,7,67,68,95,72,2,1,2,4,3,11,0,"finance, travel, research",business,10,6,Software Engineer
24,UG,8.6,78,78,92,62,2,1,4,5,2,24,0,"sports, finance, research",technology,12,8,Data Scientist
24,UG,9.1,58,61,50,73,4,2,2,3,4,21,1,"history, gaming",healthcare,9,9,Engineering
15,Grade 10,9.3,65,92,58,83,1,3,2,3,2,13,0,coding,arts,8,7,IT Specialist
13,Grade 10,7.8,77,76,51,83,4,3,3,3,3,25,0,"painting, debate",business,15,7,Medicine
13,Grade 10,7.6,75,83,64,50,1,3,3,1,1,15,1,research,arts,12,9,IT Specialist
23,UG,6.7,79,87,71,52,2,5,2,2,4,19,0,"music, gaming, debate",technology,10,7,Engineering
17,Grade 12,6.2,90,87,69,71,1,3,1,2,3,13,1,"travel, coding, writing",healthcare,11,6,CA
24,PG,5.4,82,63,61,61,4,3,3,3,1,27,0,history,arts,10,7,MBA
21,UG,7.6,74,81,73,77,1,2,4,3,4,9,1,research,arts,13,5,Finance Manager
18,UG,9.1,81,70,58,59,3,3,3,2,1,19,1,sports,technology,10,3,Engineering
23,UG,7.1,72,68,71,57,2,2,2,1,2,21,1,"writing, gaming, finance",business,12,5,Historian
17,Grade 12,9.4,82,70,65,67,2,3,2,2,4,27,0,coding,business,6,5,Arts
21,UG,8.7,93,74,63,68,4,2,2,2,1,14,1,music,arts,13,8,Engineering
13,Grade 10,9,62,71,78,70,1,3,4,1,3,32,1,"coding, writing",technology,7,3,MBA
23,UG,6.9,88,75,61,65,2,2,3,3,5,17,0,writing,arts,6,6,Defence Persenal
21,UG,6.3,82,57,54,67,4,2,1,3,3,19,0,"coding, research",arts,7,7,IT Specialist
30,PG,7,90,84,67,55,2,3,3,1,2,19,1,painting,technology,8,7,Defence Persenal
24,UG,8.7,75,80,83,67,2,1,3,3,2,17,1,"travel, history",arts,13,3,Engineering
22,UG,6.8,87,58,62,94,1,3,2,3,2,15,0,"music, debate, painting",arts,5,5,Engineering
21,UG,7.3,100,58,96,74,4,2,4,3,3,29,1,"travel, music",arts,4,6,Software Engineer
16,Grade 12,6,75,63,79,52,2,2,1,3,1,25,0,"history, debate",healthcare,11,4,IT Specialist
29,UG,8.6,73,64,86,100,2,3,2,2,2,17,1,"travel, finance, painting",arts,10,4,MBA
19,UG,5.4,59,67,73,73,2,2,2,1,3,10,1,debate,business,9,6,Software Engineer
16,Grade 12,9.3,66,69,80,78,1,2,1,3,3,10,0,"coding, science",technology,9,4,Finance Manager
16,Grade 12,8.8,79,93,65,68,3,3,3,3,1,10,1,history,technology,11,7,Software Engineer
18,UG,8.4,74,83,69,75,2,4,2,4,3,29,0,"debate, dance, writing",arts,10,9,Finance Manager
25,PG,5.9,59,84,62,91,4,2,2,3,2,15,0,"reading, science, writing",healthcare,5,6,Defence Persenal
22,UG,7.4,67,71,77,50,2,2,2,5,2,20,1,history,business,11,10,Lawyer
22,UG,5.1,92,71,50,62,4,2,1,2,1,17,1,"music, finance",healthcare,6,4,Software Engineer
20,UG,6.5,77,79,85,50,3,2,2,2,1,30,0,"reading, sports",arts,13,6,Lawyer
28,PG,5,99,78,72,57,3,3,2,2,3,31,0,"debate, travel",business,7,10,IT Specialist
20,UG,7.9,62,56,56,83,3,2,2,3,4,16,1,"writing, gaming",arts,10,6,Lawyer
21,UG,8.3,73,64,57,68,4,4,2,1,2,20,1,painting,technology,7,7,IT Specialist
18,UG,5.6,71,72,72,58,3,2,3,4,2,26,0,science,technology,16,8,Data Scientist
16,Grade 12,7.5,79,55,78,74,2,4,3,2,1,23,1,"sports, research, debate",arts,8,9,MBA
15,Grade 10,6.5,82,77,71,59,3,2,3,2,4,21,1,"reading, writing",healthcare,8,7,Medicine
23,UG,7.3,65,60,76,94,1,1,2,3,3,25,1,travel,technology,11,6,Finance Manager
17,Grade 12,5.6,69,50,83,63,4,2,1,3,1,36,0,debate,technology,12,5,Engineering
21,UG,7.7,87,70,77,50,2,2,2,2,3,12,0,"coding, painting",arts,13,6,Defence Persenal
25,PG,6,62,64,71,72,2,2,4,3,2,9,1,travel,arts,9,5,Lawyer
24,UG,6.6,79,72,50,77,2,1,2,1,1,16,1,science,arts,11,8,Engineering
20,UG,7.1,77,65,60,55,3,4,3,3,4,24,1,"dance, painting",healthcare,12,10,Defence Persenal
16,Grade 12,8.6,67,80,70,73,3,2,2,3,2,19,0,"history, science",healthcare,6,6,Engineering
20,UG,7.2,56,74,71,71,2,3,2,4,3,19,1,history,business,9,8,Defence Persenal
16,Grade 12,7,81,77,73,85,3,2,2,5,2,28,1,"coding, science, dance",technology,12,6,Data Scientist
19,UG,7.6,77,78,60,84,2,4,1,3,3,19,0,"finance, writing",technology,4,6,Medicine
14,Grade 10,7.6,64,80,73,51,1,3,2,3,3,24,0,"finance, reading, debate",technology,13,3,Medicine
14,Grade 10,6.6,83,88,61,66,3,2,3,3,1,29,1,"travel, writing",technology,9,10,Data Scientist
17,Grade 12,8.8,83,61,69,66,1,2,4,1,2,20,1,"writing, finance",business,12,3,Lawyer
23,UG,7,73,69,83,72,2,2,2,2,2,11,1,sports,healthcare,10,4,CA
17,Grade 12,8.3,66,70,64,53,3,4,2,3,1,6,0,"travel, finance",arts,12,10,Lawyer
25,PG,7.3,98,72,52,82,3,3,1,2,1,27,0,writing,arts,17,6,IT Specialist
28,PG,8.9,72,67,58,58,3,2,3,1,3,23,1,science,business,4,5,Engineering
20,UG,5,91,84,59,60,4,3,3,4,3,15,1,"coding, dance",technology,13,7,Arts
14,Grade 10,7.8,65,73,50,75,2,4,1,2,1,29,0,"music, coding",arts,9,5,Data Scientist
20,UG,7.4,89,79,59,76,3,3,2,3,2,27,1,coding,technology,7,4,Engineering
15,Grade 10,6.1,65,87,62,91,3,1,3,3,2,17,1,"reading, science",healthcare,12,6,Software Engineer
13,Grade 10,7.9,66,74,86,74,3,1,3,2,2,22,0,"coding, painting",healthcare,3,6,Defence Persenal
14,Grade 10,8.4,74,76,57,69,3,3,3,2,2,15,0,"research, coding",healthcare,9,8,Engineering
26,UG,6.9,88,89,89,77,2,3,2,2,3,24,0,"music, painting, coding",business,11,7,Software Engineer
23,UG,7.4,80,69,71,79,2,3,1,2,2,31,1,"dance, writing",arts,8,6,Lawyer
15,Grade 10,8.2,64,74,75,67,3,3,3,1,3,9,0,"reading, debate, finance",business,10,5,Lawyer
20,UG,6.2,64,93,83,70,2,4,2,2,3,28,0,research,healthcare,12,5,Finance Manager
23,UG,5.9,73,83,83,70,3,2,2,1,2,26,0,"writing, travel",business,4,5,Historian
13,Grade 10,7.2,71,88,57,66,2,1,2,2,1,22,1,painting,arts,8,6,Historian
21,UG,10,65,73,74,66,2,2,3,5,1,19,1,dance,technology,8,8,Software Engineer
29,PG,7.2,69,80,56,100,3,4,2,3,3,29,0,"coding, gaming",technology,8,10,Finance Manager
22,UG,8.1,72,70,77,65,3,2,3,3,3,21,1,"writing, dance",healthcare,9,10,Lawyer
17,Grade 12,7.9,82,64,65,69,3,2,4,3,3,19,1,"writing, finance, painting",business,11,8,IT Specialist
21,UG,8.7,77,83,74,59,2,2,1,3,3,21,0,"dance, reading, debate",technology,11,7,Historian
22,UG,9.5,64,74,58,63,2,3,4,1,2,14,0,"reading, debate, writing",business,12,9,Finance Manager
26,PG,8.4,75,67,59,62,2,2,5,2,3,13,0,"writing, gaming",healthcare,7,5,IT Specialist
27,PG,6,77,69,67,70,3,4,1,2,2,22,1,"coding, debate",arts,12,6,Arts
20,UG,5.9,72,78,71,79,3,3,2,4,2,13,1,reading,business,9,5,Defence Persenal
16,Grade 12,9.8,84,64,86,89,4,2,3,2,2,19,0,"debate, travel, reading",healthcare,10,5,Finance Manager
13,Grade 10,7.6,50,90,72,67,4,3,2,3,2,11,0,"gaming, coding, sports",technology,6,4,IT Specialist
18,UG,8.9,85,73,51,71,3,4,4,1,3,13,0,"sports, research, debate",healthcare,16,6,MBA
24,PG,6.9,82,59,50,70,2,4,3,3,3,26,1,"research, sports, travel",arts,7,7,Engineering
22,UG,9.6,80,66,67,66,3,4,5,2,3,24,1,"history, painting, travel",arts,12,8,Medicine
19,UG,6.6,73,72,67,61,4,3,1,2,4,14,1,"reading, science",technology,8,7,Arts
26,UG,9.4,71,84,57,67,4,2,2,2,1,19,0,music,healthcare,12,6,MBA
16,Grade 12,7.2,65,64,62,76,2,1,2,3,1,34,0,"sports, dance, history",healthcare,8,6,Data Scientist
19,UG,7.4,84,82,59,64,3,1,1,1,3,21,1,music,technology,12,7,Software Engineer
16,Grade 12,7.5,74,82,77,100,2,1,3,3,4,18,1,travel,arts,13,7,CA
17,Grade 12,8.8,71,86,78,78,3,3,2,4,3,15,1,"science, gaming",technology,5,7,IT Specialist
19,UG,7.2,75,77,69,71,3,1,1,3,4,22,1,"travel, writing, music",business,8,5,Engineering
25,UG,6.8,85,73,70,62,3,3,1,4,4,16,0,"finance, research, dance",technology,8,6,Finance Manager
26,UG,7.3,76,62,90,75,3,1,1,3,2,22,1,"coding, debate",healthcare,6,6,Medicine
16,Grade 12,7.4,81,95,79,73,2,4,3,1,3,18,1,"painting, science, reading",technology,10,7,Defence Persenal
17,Grade 12,7.3,84,65,85,74,2,2,4,3,3,32,1,coding,business,11,6,Lawyer
21,UG,9.3,62,90,75,74,1,2,3,3,2,23,0,"science, coding, research",business,11,8,MBA
20,UG,7.6,73,96,77,65,1,3,3,2,3,25,1,"history, finance, coding",healthcare,8,5,Historian
20,UG,7.4,85,84,63,75,3,4,1,2,4,19,1,"finance, travel, reading",technology,10,8,Medicine
21,UG,6.2,71,67,67,57,2,1,1,1,2,21,0,reading,technology,11,9,Defence Persenal
19,UG,5.6,77,53,83,58,1,3,4,2,2,25,1,"coding, debate",healthcare,12,4,Lawyer
19,UG,7.3,72,68,57,67,3,3,2,2,2,26,1,"reading, music, science",technology,9,5,Data Scientist
26,UG,8,86,97,92,51,2,4,1,4,3,19,0,finance,business,15,5,Historian
22,UG,5.5,89,80,70,67,2,2,1,3,2,19,0,"painting, writing, reading",technology,7,7,Engineering
20,UG,7,81,72,55,79,1,3,1,2,5,37,0,"sports, science, research",healthcare,7,4,Medicine
19,UG,8.1,84,87,100,73,1,1,2,3,4,23,0,"sports, reading",business,14,6,Software Engineer
15,Grade 10,6.8,70,88,52,83,1,2,1,4,3,15,1,"writing, sports",business,11,6,Arts
13,Grade 10,8.1,86,72,58,88,2,3,1,3,3,6,1,"science, dance, history",arts,9,7,Data Scientist
17,Grade 12,8,85,88,91,79,3,2,4,4,2,23,0,travel,technology,12,5,IT Specialist
18,UG,7.7,55,82,70,79,2,2,4,2,2,22,1,"travel, music, dance",technology,9,9,Medicine
20,UG,5.8,84,84,66,86,3,2,1,3,2,25,1,"travel, painting, gaming",business,8,5,Defence Persenal
17,Grade 12,6.9,54,64,100,61,2,2,3,2,2,11,0,"history, gaming",arts,8,7,Defence Persenal
19,UG,6.9,66,54,70,72,1,2,3,3,1,25,1,"debate, coding, writing",business,13,9,IT Specialist
21,UG,5,82,86,58,69,2,3,2,3,1,18,0,"history, reading, travel",healthcare,9,6,Medicine
15,Grade 10,8.1,74,79,81,50,3,4,2,2,3,18,0,"sports, science, reading",arts,11,5,Finance Manager
28,PG,5.5,76,74,87,66,2,4,3,3,4,29,1,"music, history, writing",technology,10,8,CA
13,Grade 10,7.1,81,57,64,50,2,2,2,4,3,9,1,history,business,6,8,Lawyer
24,PG,6.2,76,78,57,53,1,2,2,2,3,14,0,"research, dance",arts,5,8,Engineering
23,PG,8.6,50,53,67,51,4,1,2,2,2,17,1,"reading, debate, research",healthcare,10,3,Finance Manager
20,UG,8.7,73,69,88,89,4,2,4,3,2,17,1,reading,technology,4,6,MBA
19,UG,8.3,56,69,79,66,2,2,2,4,2,15,1,sports,healthcare,12,4,Defence Persenal
18,UG,5.1,73,66,62,50,4,3,2,1,3,7,1,"debate, dance",technology,13,8,Historian
19,UG,6.9,79,68,63,50,2,4,2,3,1,17,1,"gaming, science",healthcare,7,6,MBA
21,UG,7.7,82,72,80,64,4,2,2,1,3,17,0,"finance, music, debate",healthcare,12,10,Lawyer
27,UG,8,61,64,50,84,3,2,4,3,2,22,1,"research, painting",business,6,7,Defence Persenal
23,PG,6.6,77,79,73,68,1,3,4,2,2,22,1,"painting, finance",business,15,8,IT Specialist
21,UG,6.8,65,55,53,56,3,1,2,3,3,28,1,"coding, science, debate",arts,8,8,Engineering
27,PG,9.6,75,78,72,55,3,2,2,3,1,18,0,"painting, debate",healthcare,8,8,IT Specialist
18,UG,8.5,80,68,78,80,1,3,1,4,3,20,0,"reading, science, debate",healthcare,10,8,Lawyer
28,PG,7.1,74,82,64,79,2,3,4,3,2,25,0,history,healthcare,10,6,Engineering
20,UG,8.6,79,95,100,76,3,2,1,2,2,27,1,dance,arts,14,10,Finance Manager
20,UG,8,67,64,58,88,3,3,3,1,4,32,0,"dance, painting, history",business,10,7,Lawyer
23,UG,5.8,69,66,58,90,3,3,2,1,3,14,0,"gaming, dance",business,10,8,Historian
20,UG,9.4,71,90,81,61,3,3,2,3,1,28,0,"travel, painting, gaming",healthcare,16,7,Arts
19,UG,7.2,77,78,62,61,3,2,3,2,2,27,0,"history, reading",healthcare,8,8,Arts
20,UG,5.7,74,79,66,74,2,2,2,2,1,16,1,"gaming, finance",business,4,5,Software Engineer
20,UG,7.4,77,84,81,78,2,4,3,3,3,19,1,music,arts,17,5,Medicine
19,UG,6.6,68,76,89,58,1,1,1,3,1,18,0,science,arts,12,7,CA
29,PG,8.7,74,78,74,67,1,2,3,1,4,16,1,research,healthcare,8,7,Software Engineer
18,UG,8.1,74,87,69,75,3,1,3,3,2,27,0,"research, writing, travel",healthcare,6,8,Medicine
20,UG,8.8,69,84,50,63,3,2,5,3,2,24,1,"reading, painting, coding",business,10,9,Defence Persenal
22,UG,8.8,73,66,80,51,1,2,2,5,3,27,1,"coding, reading",technology,10,7,Medicine
22,UG,6.8,83,73,50,52,1,2,3,3,2,24,0,"painting, finance",healthcare,4,8,Software Engineer
21,UG,10,61,88,68,70,2,2,1,2,3,19,0,dance,business,5,6,Arts
20,UG,8.3,78,72,77,64,2,1,3,4,2,12,1,"music, writing, history",technology,8,3,MBA
20,UG,7.1,85,79,58,79,3,2,3,3,3,5,0,"research, gaming, history",business,4,5,Defence Persenal
17,Grade 12,9.7,66,80,56,73,4,3,2,1,2,23,1,"history, painting",healthcare,11,5,MBA
19,UG,10,67,74,91,77,3,1,2,3,3,24,1,"debate, dance, coding",technology,7,5,MBA
17,Grade 12,6.4,67,76,75,54,3,2,3,3,3,9,1,"writing, science",arts,9,4,Software Engineer
16,Grade 12,7.1,74,96,70,73,4,2,1,2,3,13,1,"gaming, writing, painting",technology,13,3,Software Engineer
20,UG,7.7,87,84,60,76,2,3,2,2,4,17,0,"coding, travel",business,14,7,MBA
15,Grade 10,6.6,66,65,56,66,3,3,2,1,2,19,0,"dance, reading",arts,10,7,Software Engineer
18,UG,7.7,74,67,73,66,2,1,2,3,1,20,1,"finance, history, debate",healthcare,9,4,Arts
17,Grade 12,6.8,70,94,96,88,3,3,2,2,3,20,1,"gaming, science",healthcare,11,9,Historian
23,PG,7.4,61,69,72,73,3,3,2,2,3,21,1,"finance, sports, coding",technology,7,8,Software Engineer
20,UG,7.1,62,87,81,55,1,2,2,2,2,18,1,"finance, debate, travel",arts,11,8,Historian
19,UG,6.6,75,74,77,80,3,2,2,3,2,18,0,"music, writing",business,7,6,Engineering
24,PG,8.4,64,67,79,61,3,4,1,3,1,18,1,"writing, dance, coding",technology,6,3,Data Scientist
22,UG,7.6,64,80,60,100,3,2,3,3,3,19,1,painting,technology,7,7,Medicine
13,Grade 10,8.9,64,57,78,82,3,3,3,3,3,28,1,"history, gaming, dance",arts,14,10,IT Specialist
17,Grade 12,6.5,76,83,57,80,3,3,2,3,2,11,1,"music, science",business,15,5,Arts
15,Grade 10,6.6,75,74,92,72,4,2,3,1,1,20,1,"history, research, reading",arts,9,7,Finance Manager
17,Grade 12,7.9,69,79,65,54,3,1,1,2,2,24,1,"science, finance",technology,6,9,MBA
28,UG,8.2,67,76,67,59,1,1,2,3,1,20,1,"travel, research",healthcare,12,9,Engineering
19,UG,7.7,81,74,75,85,3,1,1,2,2,25,0,"research, writing",arts,8,7,Engineering
18,UG,6.7,68,70,58,94,2,3,3,2,2,18,0,"writing, coding",arts,11,6,Engineering
22,UG,7.7,71,96,93,72,4,1,2,4,2,22,1,"writing, finance, science",healthcare,13,7,Medicine
24,PG,7.7,73,66,73,57,5,3,3,3,2,16,0,"coding, reading",arts,11,8,Lawyer
27,UG,5,73,71,62,72,3,3,2,2,3,27,0,"coding, finance",arts,11,7,Historian
17,Grade 12,9.3,66,75,67,65,1,4,4,3,1,25,0,sports,healthcare,12,9,Finance Manager
19,UG,7.1,91,66,78,73,3,3,2,2,5,21,1,"research, history, dance",arts,12,6,Data Scientist
26,PG,7.6,91,69,80,59,2,1,3,2,3,19,1,"research, science",arts,10,7,Arts
19,UG,6.5,75,64,71,99,3,3,2,3,2,26,0,"travel, debate, history",technology,11,8,Arts
20,UG,7.5,67,79,53,62,2,3,3,2,3,18,0,"finance, history, sports",healthcare,10,9,IT Specialist
22,UG,8.5,69,100,100,81,3,2,1,3,4,12,0,"finance, travel, research",technology,7,7,Engineering
21,UG,7,72,79,74,65,3,4,2,2,4,23,0,"science, research, music",arts,9,7,Finance Manager
16,Grade 12,7.9,77,78,79,74,3,1,2,1,2,16,0,"coding, music",arts,8,9,MBA
15,Grade 10,7.4,61,70,83,78,2,2,2,4,3,20,0,travel,healthcare,9,7,Engineering
16,Grade 12,9.3,74,76,50,73,1,3,2,3,3,24,0,"history, writing, science",healthcare,6,5,Lawyer
21,UG,9,90,66,70,68,3,1,1,3,3,16,1,"sports, dance, writing",healthcare,13,9,IT Specialist
19,UG,8.4,96,74,61,61,2,3,3,1,3,13,0,"reading, history",arts,9,5,Engineering
14,Grade 10,8.5,54,60,86,50,4,2,3,4,2,17,1,"dance, research",arts,8,7,IT Specialist
23,UG,7.8,91,75,71,74,1,3,3,3,3,11,0,"coding, painting",business,11,5,Historian
20,UG,8.1,56,83,59,50,2,3,4,4,3,19,1,writing,technology,6,4,Finance Manager
16,Grade 12,7.2,77,76,61,83,1,1,1,3,2,23,0,"debate, research, sports",arts,6,5,Defence Persenal
21,UG,9.2,69,56,87,76,4,2,2,2,1,32,1,"travel, science, sports",business,10,5,Lawyer
19,UG,8.1,69,83,77,81,2,1,1,1,4,22,0,debate,business,7,5,Lawyer
17,Grade 12,6,91,86,58,64,2,2,4,2,2,12,0,"gaming, coding, debate",technology,11,5,Medicine
23,UG,5.3,79,89,50,60,2,3,2,2,2,24,1,"painting, travel, music",technology,9,6,Data Scientist
24,UG,6.1,51,81,70,86,2,4,2,3,1,16,0,"reading, science, painting",arts,10,6,CA
20,UG,7.6,50,78,88,87,4,2,2,2,4,26,1,"finance, debate",arts,11,8,Software Engineer
17,Grade 12,6.8,93,78,59,58,2,1,3,2,3,14,0,music,technology,5,6,Defence Persenal
19,UG,5.5,70,75,63,75,2,2,5,3,1,22,0,"painting, writing",technology,16,7,MBA
17,Grade 12,8.2,65,66,73,66,2,3,2,3,2,19,1,"writing, travel, coding",technology,3,7,Finance Manager
21,UG,8.1,76,62,62,63,1,1,3,3,2,21,1,"debate, coding",healthcare,3,4,CA
15,Grade 10,5.8,79,74,71,56,2,4,2,1,2,22,0,"debate, coding, travel",healthcare,5,7,Lawyer
24,PG,6.8,100,72,92,71,2,2,3,4,3,11,1,dance,healthcare,6,6,Finance Manager
25,PG,5,87,53,73,70,3,2,4,3,2,25,0,painting,arts,9,10,Finance Manager
20,UG,6.2,67,76,67,73,2,1,2,1,4,24,1,dance,technology,4,7,Defence Persenal
22,UG,7.7,57,100,72,72,2,4,4,1,3,24,0,"dance, travel, painting",business,15,8,Lawyer
21,UG,8.7,81,55,70,66,2,3,3,2,2,12,1,science,technology,9,5,CA
21,UG,7.6,62,67,73,66,3,1,3,4,2,21,1,research,business,6,6,Engineering
21,UG,6.4,69,71,93,83,2,4,1,3,3,11,1,"science, writing, history",healthcare,9,4,CA
18,UG,5.3,79,64,80,74,2,4,3,4,2,16,1,history,business,8,8,Software Engineer
24,PG,7.6,84,66,70,61,4,2,3,3,3,20,0,"debate, music",business,13,9,CA
19,UG,7.2,86,69,56,76,3,2,3,3,2,40,0,dance,business,9,4,Engineering
21,UG,6,66,50,65,70,5,3,3,1,4,21,1,music,arts,9,7,Arts
18,UG,8.3,56,70,68,85,4,2,3,3,2,23,1,travel,healthcare,12,5,Engineering
21,UG,9.6,78,85,76,76,1,4,3,3,2,22,1,"science, finance",technology,10,9,Engineering
18,UG,6.6,56,83,79,64,2,4,2,1,2,24,0,"sports, dance, debate",business,7,6,Data Scientist
23,PG,9.3,79,75,80,82,1,2,2,1,4,22,1,debate,arts,8,6,Finance Manager
23,PG,6.3,89,83,90,78,2,4,1,3,3,22,0,"travel, dance",business,7,8,Arts
13,Grade 10,6.8,75,77,86,50,4,2,3,2,4,15,1,"debate, science",healthcare,9,8,Data Scientist
18,UG,7.2,75,68,68,78,2,2,3,3,3,29,0,"dance, history",arts,13,7,Arts
23,UG,10,59,61,74,82,3,3,2,1,3,11,1,"finance, debate, writing",business,9,10,Defence Persenal
15,Grade 10,8,72,94,67,80,1,3,3,3,3,25,0,"finance, debate, painting",technology,12,3,MBA
20,UG,6.8,60,71,97,100,2,3,2,1,3,13,0,"sports, dance, travel",healthcare,14,6,IT Specialist
21,UG,8.3,89,67,71,86,3,3,1,2,3,17,1,"debate, history",arts,11,8,CA
21,UG,6.8,71,76,70,71,1,3,1,1,5,25,1,"gaming, history, dance",healthcare,12,8,Data Scientist
13,Grade 10,5.9,78,56,66,50,3,3,3,2,2,14,1,"science, writing, painting",healthcare,5,7,Data Scientist
17,Grade 12,9.1,71,66,89,74,1,3,1,4,1,27,1,reading,healthcare,8,10,Medicine
19,UG,6.5,87,75,90,66,1,2,2,2,2,9,1,science,technology,8,4,Arts
22,UG,7.4,50,71,50,61,2,3,3,3,3,11,1,"dance, painting",technology,15,5,CA
19,UG,8.2,97,67,70,78,3,3,3,3,2,25,1,"writing, travel",technology,11,6,Software Engineer
20,UG,6.5,62,89,82,78,3,1,3,1,2,21,0,"reading, sports, coding",technology,11,4,CA
23,UG,8.9,76,80,89,78,2,3,2,3,2,23,0,"history, science, gaming",technology,7,8,Data Scientist
21,UG,5.7,67,85,58,94,1,2,4,3,2,9,0,"history, debate, painting",technology,12,3,Software Engineer
30,UG,7.3,51,68,67,79,2,4,2,3,4,22,1,"science, sports, reading",healthcare,4,6,MBA
26,UG,6.3,74,77,66,58,5,1,1,1,2,11,1,"writing, music",technology,10,8,Lawyer
13,Grade 10,7.1,76,83,78,71,3,1,2,3,2,8,1,"reading, gaming",business,8,10,Finance Manager
13,Grade 10,8.8,84,77,90,75,2,5,4,3,3,27,0,"dance, writing, finance",arts,8,10,Finance Manager
15,Grade 10,7.3,68,84,78,70,2,2,2,2,3,10,1,travel,technology,13,6,CA
13,Grade 10,5.6,90,86,52,64,3,2,2,3,2,12,1,"painting, coding",technology,7,8,CA
20,UG,6.5,84,67,79,83,3,3,2,4,3,27,1,"sports, dance",technology,4,10,Arts
17,Grade 12,6.6,75,71,60,82,1,2,2,3,2,19,0,"sports, science, music",business,7,6,Software Engineer
21,UG,6.7,55,73,85,89,3,2,4,1,2,7,0,"gaming, travel",technology,8,7,CA
25,PG,8.6,64,88,58,65,2,1,2,3,1,24,0,debate,arts,10,5,Engineering
14,Grade 10,6.7,79,70,56,69,3,2,2,3,3,16,0,reading,arts,11,7,Lawyer
14,Grade 10,8.9,74,81,60,73,1,3,2,1,3,7,0,"finance, reading, debate",healthcare,6,8,MBA
23,UG,7.3,92,79,50,76,4,3,3,2,2,24,1,"finance, history, sports",arts,8,6,Lawyer
21,UG,10,88,80,50,71,3,1,2,4,2,28,1,"writing, reading, dance",healthcare,13,3,Medicine
22,UG,8.4,62,82,82,83,2,3,3,3,3,15,1,"finance, music, dance",business,7,6,Data Scientist
18,UG,5.7,86,75,68,82,2,2,1,1,3,19,1,research,business,7,3,Engineering
22,UG,8.7,74,67,68,65,2,2,5,3,3,8,1,music,healthcare,7,10,Defence Persenal
14,Grade 10,8,65,74,71,51,3,4,3,4,2,16,1,"reading, dance, gaming",arts,13,10,Lawyer
18,UG,8.2,79,71,50,70,3,2,1,1,5,25,0,"reading, writing, science",arts,9,9,Arts
19,UG,6.2,89,58,61,85,3,2,2,4,2,23,1,"finance, debate, writing",healthcare,6,6,Finance Manager
20,UG,6.2,93,66,57,82,3,2,3,3,4,14,0,music,arts,10,5,Finance Manager
16,Grade 12,6.2,81,83,65,62,2,3,2,3,3,24,0,"painting, history, finance",technology,9,8,MBA
20,UG,7.4,53,89,75,70,2,1,3,4,2,24,1,"debate, music",technology,9,6,Engineering
19,UG,6.5,76,53,69,50,3,1,4,3,3,26,1,"music, science, finance",technology,7,6,Finance Manager
13,Grade 10,6.1,79,70,73,65,4,3,1,3,1,28,0,"finance, dance, coding",arts,7,5,IT Specialist
15,Grade 10,6.2,71,64,73,71,3,1,1,4,2,26,0,"sports, gaming, reading",technology,9,5,Medicine
29,UG,8.3,62,73,76,50,2,3,3,4,3,31,0,"gaming, dance",business,17,6,Arts
21,UG,7.6,78,85,67,56,3,3,4,4,3,21,1,"science, history",technology,10,6,CA
21,UG,6.4,73,83,71,54,3,3,3,3,2,24,1,writing,arts,11,7,Finance Manager
20,UG,6.8,66,64,69,77,3,4,2,3,2,16,0,"dance, research",technology,5,5,Engineering
14,Grade 10,8,71,78,56,50,2,3,2,2,2,22,0,painting,technology,6,6,Historian
15,Grade 10,9.8,81,79,50,59,3,2,3,2,3,20,0,"gaming, research",technology,11,5,Data Scientist
22,UG,7.4,73,96,93,73,4,1,2,2,3,11,0,sports,arts,8,5,MBA
23,UG,7.1,71,74,89,74,3,3,2,4,1,5,0,"dance, research, reading",healthcare,7,8,MBA
22,UG,10,74,77,91,50,3,3,3,2,3,17,1,finance,business,5,5,Historian
15,Grade 10,9.1,85,76,63,86,2,1,2,3,3,14,0,"history, science, finance",business,7,7,Software Engineer
20,UG,8.1,84,61,81,53,1,3,3,2,3,24,0,"painting, travel",healthcare,12,4,Finance Manager
