id,age,education_level,cgpa,math_score,physics_score,biology_score,history_score,openness,conscientiousness,extraversion,agreeableness,neuroticism,weekly_self_study_hours,extracurricular_activities,hobbies,interests,budget,career_demand_score,career_aspiration
7545,16,Grade 12,7.1,61,67,56,86,4,2,2,2,4,23,0,finance,business,3,5,Historian
7546,21,UG,6.3,76,81,87,85,3,4,3,3,2,17,1,research,arts,10,6,CA
7547,18,UG,7.5,74,77,100,91,4,3,3,3,3,18,0,"reading, sports, writing",healthcare,14,5,Historian
7548,24,PG,7.0,71,82,56,93,3,2,2,1,2,23,0,"writing, travel",arts,13,7,Medicine
7549,24,UG,6.9,78,72,66,69,1,4,4,2,4,11,0,"dance, science",healthcare,8,4,IT Specialist
7550,18,UG,7.2,68,95,70,91,3,3,4,2,3,19,1,"research, science, coding",healthcare,9,4,Lawyer
7551,18,UG,8.4,83,74,86,72,3,4,3,1,3,10,1,"travel, history, finance",healthcare,11,6,Lawyer
7552,14,Grade 10,7.4,68,74,82,70,2,2,3,4,4,13,0,reading,arts,5,3,Lawyer
7553,21,UG,7.7,83,69,60,76,3,3,1,2,2,23,1,"painting, music, coding",business,12,5,IT Specialist
7554,13,Grade 10,8.1,81,83,68,86,2,2,3,3,3,30,0,"research, coding, science",healthcare,7,8,Software Engineer
7555,20,UG,8.1,94,77,59,76,2,2,2,3,4,16,1,"writing, gaming",business,10,8,Arts
7556,13,Grade 10,5.3,75,70,65,55,1,2,2,2,1,22,1,"reading, finance, history",business,10,8,Software Engineer
7557,26,PG,8.0,82,74,85,81,2,2,2,3,3,13,1,"sports, gaming, research",healthcare,9,3,Engineering
7558,23,UG,7.0,83,92,66,78,4,3,1,3,2,11,1,research,healthcare,6,7,MBA
7559,14,Grade 10,6.1,87,78,89,83,3,2,2,3,2,28,1,gaming,arts,8,8,Medicine
7560,19,UG,6.0,80,71,75,62,1,3,3,4,1,6,1,"research, debate",business,10,5,Historian
7561,20,UG,8.2,52,69,71,67,2,2,2,3,2,8,1,gaming,healthcare,10,7,Medicine
7562,13,Grade 10,6.4,84,63,73,54,3,3,2,2,3,22,0,"writing, coding",technology,5,6,Defence Persenal
7563,20,UG,7.2,63,84,75,69,2,2,2,3,1,20,1,"music, painting, finance",healthcare,11,5,Historian
7564,20,UG,9.5,84,78,72,63,3,1,2,2,4,9,0,history,arts,5,6,Medicine
7565,20,UG,5.6,69,83,86,62,2,2,4,2,1,25,1,"dance, travel",healthcare,8,6,Lawyer
7566,23,PG,8.3,64,84,77,59,2,4,1,3,1,5,1,"science, reading, gaming",business,10,3,Historian
7567,21,UG,9.1,58,72,69,79,4,4,2,1,2,20,0,writing,healthcare,8,6,Finance Manager
7568,24,UG,7.2,78,61,64,75,4,3,2,3,2,19,1,"sports, travel, writing",business,14,8,CA
7569,24,PG,7.5,96,73,60,61,2,3,3,2,2,5,1,"music, sports",business,12,8,Lawyer
7570,14,Grade 10,8.8,87,64,59,68,3,2,3,2,5,25,1,"history, finance",technology,12,9,Defence Persenal
7571,15,Grade 10,5.3,68,68,63,50,4,3,2,2,3,15,1,"writing, coding, dance",technology,11,6,CA
7572,16,Grade 12,6.8,75,67,72,61,2,2,2,4,1,15,1,research,business,9,7,Lawyer
7573,24,PG,9.3,79,76,68,77,1,3,4,3,2,13,1,"music, painting",healthcare,10,4,Finance Manager
7574,16,Grade 12,6.5,72,78,85,58,3,2,4,5,2,24,1,"history, dance",healthcare,9,6,MBA
7575,18,UG,8.5,76,77,65,94,2,3,1,3,3,20,0,finance,healthcare,7,5,MBA
7576,24,UG,7.1,84,78,58,61,2,3,4,3,4,11,0,"music, writing, sports",arts,10,9,CA
7577,22,UG,7.1,77,72,77,95,3,4,3,2,2,17,0,travel,healthcare,5,7,Engineering
7578,15,Grade 10,10.0,64,85,57,50,3,2,1,4,1,20,1,"science, coding, travel",business,11,6,Data Scientist
7579,23,PG,6.9,83,72,77,77,1,2,3,2,1,17,0,gaming,business,5,5,Finance Manager
7580,23,PG,6.8,73,80,65,72,4,1,3,2,2,23,0,"reading, science, music",healthcare,7,10,Medicine
7581,20,UG,8.3,70,66,67,64,4,3,2,2,2,17,1,research,healthcare,12,6,Engineering
7582,13,Grade 10,8.6,83,72,50,67,3,2,2,3,3,27,1,debate,healthcare,9,3,Engineering
7583,19,UG,10.0,86,89,82,50,3,3,4,1,3,18,1,music,arts,7,3,Historian
7584,23,UG,7.5,68,86,86,86,2,2,1,3,2,14,1,debate,healthcare,9,9,CA
7585,17,Grade 12,10.0,72,76,79,66,3,3,1,4,2,13,1,"dance, research",healthcare,8,5,Lawyer
7586,18,UG,5.6,78,67,77,70,2,3,4,4,2,24,1,dance,arts,5,6,Engineering
7587,19,UG,5.8,72,74,83,70,3,1,2,2,3,18,0,"sports, reading",healthcare,3,4,Historian
7588,14,Grade 10,6.5,79,91,82,63,1,2,1,1,3,23,1,music,technology,8,9,Software Engineer
7589,17,Grade 12,8.1,64,78,52,50,3,2,2,1,3,25,1,"gaming, music",business,10,3,Software Engineer
7590,19,UG,7.9,67,84,78,75,3,2,2,2,5,15,1,"history, writing, music",arts,9,5,IT Specialist
7591,19,UG,6.3,78,61,84,87,1,4,2,4,2,22,1,debate,arts,4,6,CA
7592,21,UG,8.0,77,91,80,65,3,2,2,2,3,18,0,"history, dance",healthcare,10,5,Lawyer
7593,26,UG,5.7,99,75,79,82,4,2,1,4,2,14,1,"debate, reading",arts,7,3,IT Specialist
7594,21,UG,5.2,62,71,66,67,1,1,3,1,2,34,1,"coding, history",business,9,3,CA
7595,20,UG,7.2,70,66,82,60,3,3,1,3,3,22,1,"writing, history",business,7,7,Medicine
7596,23,PG,7.8,84,72,72,84,1,2,4,2,3,17,1,gaming,business,8,5,Data Scientist
7597,16,Grade 12,10.0,82,79,74,50,3,3,2,3,1,7,0,"gaming, debate",technology,13,4,IT Specialist
7598,14,Grade 10,8.9,65,82,79,78,2,4,1,2,3,18,1,"painting, debate, reading",arts,12,5,Historian
7599,21,UG,9.6,69,72,50,79,2,2,2,3,1,13,0,"travel, writing, sports",technology,7,5,MBA
7600,21,UG,6.9,71,85,63,74,1,3,3,1,2,26,0,"travel, dance",arts,7,6,IT Specialist
7601,13,Grade 10,8.1,65,72,78,71,4,4,1,3,2,16,0,"writing, history, coding",business,14,6,Arts
7602,22,UG,7.3,54,81,66,61,3,2,3,2,3,27,1,"sports, writing",arts,9,8,Historian
7603,16,Grade 12,8.6,83,78,78,81,1,5,3,3,3,20,0,writing,arts,13,8,Arts
7604,22,UG,7.0,74,66,64,91,2,1,2,3,3,20,0,"writing, science",healthcare,13,9,Software Engineer
7605,18,UG,7.4,67,51,73,65,1,2,3,3,2,28,1,painting,technology,9,5,MBA
7606,25,PG,7.3,53,71,66,69,3,3,1,2,3,17,0,"sports, travel, music",technology,12,3,Historian
7607,19,UG,6.8,60,84,87,50,4,4,2,3,2,26,1,gaming,technology,9,3,Defence Persenal
7608,24,UG,8.7,61,78,69,65,3,3,2,3,2,14,0,"reading, research",business,3,7,Arts
7609,25,UG,8.3,81,74,61,67,1,1,4,3,3,23,1,music,arts,14,7,Defence Persenal
7610,22,UG,5.8,78,67,61,66,1,2,2,2,2,24,1,dance,technology,8,9,Arts
7611,15,Grade 10,7.3,64,60,71,87,3,1,1,3,3,24,0,"history, music",technology,12,8,CA
7612,20,UG,7.9,64,90,83,74,2,2,3,1,1,19,1,music,business,6,5,Arts
7613,25,PG,7.5,57,85,53,67,3,2,3,2,2,18,1,coding,technology,15,8,MBA
7614,15,Grade 10,6.0,75,77,83,66,2,4,2,3,1,15,1,finance,arts,8,7,Data Scientist
7615,20,UG,9.9,80,86,67,79,1,3,1,2,2,25,1,music,healthcare,16,3,Lawyer
7616,21,UG,7.6,74,70,56,84,3,2,2,2,1,26,1,"music, history",arts,9,10,Software Engineer
7617,21,UG,5.0,64,68,50,69,2,2,2,1,2,18,0,gaming,technology,8,6,Defence Persenal
7618,20,UG,7.5,68,83,71,53,3,2,2,2,2,27,0,"research, history, coding",healthcare,7,3,CA
7619,20,UG,8.8,67,69,78,67,3,3,2,3,2,17,1,"finance, writing, debate",technology,4,3,Medicine
7620,23,UG,8.5,63,82,86,75,1,3,3,2,2,20,0,"painting, history, writing",healthcare,18,6,Historian
7621,23,PG,6.4,73,76,57,85,4,4,2,3,3,15,1,"reading, sports, debate",technology,12,6,MBA
7622,30,UG,8.5,68,58,54,65,2,4,4,2,3,25,1,research,arts,10,5,Finance Manager
7623,13,Grade 10,8.2,75,75,79,79,3,2,5,3,3,28,1,travel,arts,9,8,Medicine
7624,26,UG,9.1,74,89,77,90,3,4,2,2,4,19,1,"travel, research, writing",healthcare,11,6,CA
7625,22,UG,5.7,82,81,89,61,2,2,2,2,4,8,0,"sports, science, gaming",technology,8,9,Defence Persenal
7626,13,Grade 10,7.9,72,88,62,84,3,3,4,4,2,18,1,"debate, coding, gaming",arts,7,4,Data Scientist
7627,17,Grade 12,6.5,75,83,67,65,3,2,3,3,1,15,0,"history, dance",business,5,6,MBA
7628,23,PG,8.7,75,77,81,60,1,2,3,4,2,9,0,"gaming, coding, dance",healthcare,8,6,Medicine
7629,23,UG,8.3,76,68,60,78,3,2,2,3,2,23,0,"reading, debate, music",arts,14,8,Software Engineer
7630,24,UG,6.8,82,72,74,68,4,4,2,2,4,19,0,"painting, coding, sports",technology,14,6,Defence Persenal
7631,27,UG,5.0,71,79,62,67,2,2,4,2,3,13,0,"research, coding, gaming",business,13,7,Data Scientist
7632,19,UG,7.7,60,82,63,56,3,3,4,4,2,24,1,"sports, history, travel",healthcare,5,8,Lawyer
7633,19,UG,7.3,79,69,67,62,2,3,2,3,3,19,1,"reading, history",business,6,8,Data Scientist
7634,22,UG,9.5,62,57,73,69,3,2,3,1,2,16,1,research,technology,14,4,MBA
7635,21,UG,7.8,72,56,52,81,2,5,3,3,3,15,1,dance,arts,9,9,Defence Persenal
7636,16,Grade 12,6.4,92,61,66,58,3,3,4,3,2,26,1,writing,healthcare,11,7,Medicine
7637,16,Grade 12,6.9,69,86,65,69,3,1,1,2,1,18,1,"research, dance, writing",business,9,7,Software Engineer
7638,17,Grade 12,8.2,59,68,91,60,2,4,3,3,2,10,1,"painting, debate, writing",arts,10,10,Software Engineer
7639,21,UG,5.9,69,85,67,83,3,2,2,2,4,17,1,"gaming, travel, coding",business,7,9,IT Specialist
7640,23,PG,7.7,71,76,79,61,2,2,3,2,2,24,1,writing,healthcare,15,6,Finance Manager
7641,21,UG,5.3,87,69,69,89,1,3,3,2,2,19,1,"music, reading, research",technology,9,4,Finance Manager
7642,25,UG,7.3,75,69,78,93,4,2,3,2,3,15,1,"research, dance",technology,9,7,IT Specialist
7643,13,Grade 10,6.0,80,85,53,85,4,3,2,2,2,12,0,"gaming, travel, research",arts,10,3,Arts
7644,20,UG,8.9,82,82,81,91,2,2,3,4,2,15,1,"music, gaming",arts,14,6,Lawyer
7645,19,UG,7.0,57,71,83,87,2,1,2,1,4,12,0,research,healthcare,10,7,Historian
7646,19,UG,7.4,73,74,90,87,4,1,2,2,2,18,1,"painting, music",business,10,7,Engineering
7647,19,UG,7.7,62,85,69,69,3,2,3,1,2,14,1,"writing, gaming, coding",arts,12,6,Defence Persenal
7648,20,UG,8.5,62,85,64,72,3,4,2,1,1,27,0,"debate, travel, dance",business,11,8,MBA
7649,20,UG,6.7,73,63,50,71,2,3,2,3,2,14,1,"coding, sports",arts,6,4,CA
7650,17,Grade 12,6.4,81,75,76,100,2,2,3,3,4,29,1,"reading, science",business,15,7,Arts
7651,24,UG,7.1,68,78,82,83,2,2,1,3,2,17,1,"science, dance",technology,6,5,IT Specialist
7652,14,Grade 10,7.3,62,50,75,65,3,3,3,2,3,15,1,"sports, science, music",arts,13,7,Software Engineer
7653,19,UG,6.0,68,84,79,72,2,2,3,4,3,14,1,coding,healthcare,16,8,Lawyer
7654,15,Grade 10,7.4,82,83,56,92,3,4,4,1,1,26,1,"painting, debate",technology,12,10,Defence Persenal
7655,15,Grade 10,6.8,70,75,61,51,3,2,3,2,2,20,0,"debate, history, finance",business,9,7,Defence Persenal
7656,16,Grade 12,7.8,83,80,58,67,4,3,1,1,3,22,0,"research, history, painting",healthcare,7,6,MBA
7657,16,Grade 12,6.0,87,81,72,70,3,2,3,2,3,20,1,"science, dance, writing",healthcare,10,5,Finance Manager
7658,14,Grade 10,10.0,84,73,69,82,3,4,2,3,2,17,1,"writing, coding, debate",healthcare,8,5,Engineering
7659,21,UG,8.3,90,82,72,86,1,3,3,3,2,11,1,"sports, writing",arts,10,5,IT Specialist
7660,18,UG,7.1,64,83,85,54,2,3,3,2,3,23,0,research,arts,11,4,Software Engineer
7661,24,PG,8.8,64,85,78,58,1,2,3,3,3,17,1,"travel, painting",business,14,5,IT Specialist
7662,23,UG,7.0,73,77,84,84,3,4,4,2,3,16,0,"research, history",technology,11,9,Engineering
7663,23,UG,8.6,68,72,50,74,3,2,3,3,4,15,0,history,business,11,6,Software Engineer
7664,19,UG,9.2,75,96,60,69,3,3,5,2,2,26,1,"science, sports, coding",business,13,9,MBA
7665,24,UG,7.2,85,67,50,61,4,4,5,1,1,20,1,music,business,9,7,Defence Persenal
7666,24,PG,7.1,80,62,56,61,2,2,3,2,2,22,0,"finance, history",business,11,6,Engineering
7667,13,Grade 10,7.5,81,50,53,72,3,1,2,3,2,28,0,"travel, debate",arts,8,7,CA
7668,24,PG,9.3,70,67,66,53,3,4,2,3,2,16,1,"finance, travel",business,8,3,IT Specialist
7669,23,PG,5.1,83,78,50,76,3,1,2,3,4,18,1,"gaming, debate, science",technology,10,6,IT Specialist
7670,15,Grade 10,6.8,88,78,77,77,2,1,3,3,3,16,1,"finance, painting, research",technology,12,8,Arts
7671,18,UG,9.9,63,66,64,67,2,2,1,1,1,21,1,"gaming, sports",arts,6,7,IT Specialist
7672,18,UG,5.6,70,81,65,66,1,2,3,1,4,17,1,"travel, science",healthcare,6,6,Arts
7673,18,UG,8.1,87,86,97,80,2,3,3,3,4,10,0,coding,arts,13,9,IT Specialist
7674,17,Grade 12,8.1,74,74,63,64,2,3,1,2,5,13,1,"finance, debate",technology,8,4,CA
7675,28,PG,6.8,83,78,60,54,2,3,2,2,2,7,1,history,business,14,7,Medicine
7676,23,PG,8.5,64,73,71,72,3,1,3,1,3,9,0,research,business,13,7,Finance Manager
7677,21,UG,8.8,80,71,50,60,2,2,2,3,3,21,0,"music, dance",technology,8,8,Arts
7678,20,UG,7.8,78,64,68,87,1,1,4,3,1,18,1,gaming,arts,14,10,Finance Manager
7679,15,Grade 10,6.8,77,76,69,96,2,2,4,1,4,17,1,"music, sports, coding",technology,10,9,Historian
7680,24,UG,8.9,84,78,76,84,2,3,1,1,3,20,1,"finance, coding",arts,10,10,Software Engineer
7681,20,UG,7.8,79,81,75,79,2,1,5,3,2,16,1,"music, painting",healthcare,10,8,CA
7682,17,Grade 12,8.4,65,70,71,77,3,3,3,5,5,22,1,"debate, reading, sports",arts,8,8,IT Specialist
7683,21,UG,7.6,78,79,83,66,1,3,4,4,3,27,1,dance,business,10,6,MBA
7684,24,UG,8.4,92,79,82,75,5,2,3,3,2,34,0,"reading, finance",technology,11,7,Defence Persenal
7685,24,UG,6.5,87,93,93,66,1,4,3,3,2,9,1,"music, debate, science",business,12,5,Software Engineer
7686,24,UG,7.9,50,69,62,91,3,4,2,1,4,25,0,reading,business,11,9,Medicine
7687,19,UG,5.4,97,70,79,64,4,2,3,2,4,20,0,"music, coding",business,12,9,Data Scientist
7688,17,Grade 12,8.4,82,74,57,71,2,3,2,3,3,30,1,"music, writing, debate",technology,13,8,Engineering
7689,22,UG,7.3,69,85,65,60,4,4,3,4,2,25,0,"finance, dance",healthcare,11,4,Software Engineer
7690,22,UG,7.2,62,81,52,80,2,4,1,2,2,33,0,"dance, coding, research",technology,10,10,IT Specialist
7691,21,UG,5.1,76,100,51,79,1,2,3,3,3,14,0,"travel, history, science",healthcare,11,6,Lawyer
7692,18,UG,7.0,83,64,86,62,2,1,4,2,4,9,1,"sports, music, history",business,11,6,Lawyer
7693,27,UG,8.4,77,64,70,61,1,2,2,2,1,19,1,"research, science, sports",arts,7,4,Historian
7694,23,PG,7.0,78,61,62,75,1,1,1,2,1,17,1,history,healthcare,7,4,Lawyer
7695,23,UG,7.7,100,75,71,55,2,4,3,2,3,18,1,"research, history",healthcare,13,7,Data Scientist
7696,14,Grade 10,8.4,84,72,74,58,3,2,3,3,2,26,1,"finance, research, reading",technology,10,8,Lawyer
7697,20,UG,7.4,91,83,73,65,3,3,2,3,5,18,1,"writing, coding",healthcare,9,5,Data Scientist
7698,19,UG,6.1,65,73,50,54,3,2,1,2,2,22,0,"history, reading",arts,10,7,Lawyer
7699,15,Grade 10,7.2,92,59,66,79,3,1,4,1,3,22,1,gaming,technology,8,9,IT Specialist
7700,27,PG,7.5,63,66,64,81,3,3,2,3,3,15,1,"research, sports",technology,3,7,Historian
7701,25,PG,6.9,60,57,91,77,3,3,1,3,3,13,0,"science, dance, painting",business,5,8,Arts
7702,13,Grade 10,8.6,83,59,80,65,3,3,5,3,3,22,1,"writing, debate, painting",business,6,7,Historian
7703,20,UG,7.6,87,71,88,81,2,2,4,3,4,28,1,"reading, writing, research",arts,10,6,Lawyer
7704,20,UG,8.3,81,69,66,68,4,2,3,2,2,31,1,"gaming, dance, finance",business,13,6,Finance Manager
7705,15,Grade 10,7.4,65,71,77,80,3,3,2,4,4,11,1,coding,business,10,4,Data Scientist
7706,21,UG,6.6,80,62,69,50,4,2,3,3,4,21,0,"finance, travel",technology,10,6,Engineering
7707,26,PG,6.9,53,66,51,55,3,2,2,3,3,28,1,"dance, research, reading",business,13,7,CA
7708,16,Grade 12,6.5,76,82,78,74,2,1,2,1,3,13,1,history,healthcare,9,7,Software Engineer
7709,16,Grade 12,9.5,86,80,63,100,4,1,4,3,2,19,1,"gaming, finance",arts,10,6,Lawyer
7710,19,UG,8.4,58,71,77,76,2,3,4,2,3,19,0,history,arts,13,7,Lawyer
7711,21,UG,5.0,71,77,71,56,2,2,4,3,2,20,0,"gaming, music, reading",healthcare,12,5,Software Engineer
7712,16,Grade 12,6.3,78,60,68,70,4,3,2,1,4,23,1,"travel, sports, reading",healthcare,8,3,MBA
7713,16,Grade 12,8.6,75,73,76,73,3,2,2,2,4,18,0,history,arts,4,9,Finance Manager
7714,20,UG,7.9,84,64,69,77,3,1,2,4,3,22,1,"research, sports, debate",healthcare,14,6,Historian
7715,17,Grade 12,7.1,70,62,79,59,1,3,3,2,2,18,1,music,healthcare,14,7,Engineering
7716,21,UG,7.0,84,88,59,67,3,4,3,1,1,28,0,travel,arts,11,4,CA
7717,18,UG,6.7,78,79,62,73,2,2,1,2,4,22,0,"research, dance",business,11,7,Defence Persenal
7718,21,UG,5.2,65,76,81,70,2,3,1,1,4,32,0,"dance, debate",arts,3,9,Defence Persenal
7719,21,UG,7.6,58,80,83,64,4,3,3,3,3,19,1,sports,arts,10,7,Finance Manager
7720,23,PG,8.1,80,73,96,50,2,3,3,2,2,25,1,"writing, history",technology,14,7,Software Engineer
7721,21,UG,7.1,74,79,71,60,2,1,1,4,4,24,1,reading,arts,4,8,Data Scientist
7722,15,Grade 10,7.1,77,76,83,79,1,3,2,4,4,20,1,"finance, travel",business,12,5,Medicine
7723,15,Grade 10,7.6,81,86,68,72,2,2,4,2,2,14,0,research,healthcare,15,7,Lawyer
7724,16,Grade 12,7.9,79,88,62,58,1,1,3,3,3,21,1,science,arts,12,6,Software Engineer
7725,22,UG,7.6,69,70,59,67,2,3,4,1,3,17,1,"writing, reading, gaming",business,10,7,IT Specialist
7726,22,UG,7.2,71,87,65,62,3,1,3,2,3,15,1,"writing, debate",healthcare,11,9,Lawyer
7727,15,Grade 10,6.4,84,60,83,68,2,3,3,2,3,16,1,"coding, painting",healthcare,15,5,Medicine
7728,23,PG,8.6,69,78,77,65,2,3,2,2,4,31,0,dance,technology,13,9,Lawyer
7729,26,UG,7.6,61,76,73,91,3,1,3,2,1,17,1,coding,technology,17,9,Engineering
7730,27,UG,7.1,71,67,59,65,4,3,1,2,4,17,1,"finance, debate",healthcare,4,4,MBA
7731,22,UG,6.2,70,92,82,69,2,3,2,1,2,31,1,"coding, finance, science",healthcare,13,6,Lawyer
7732,18,UG,7.9,78,71,76,53,3,3,3,2,1,21,0,"dance, finance, writing",healthcare,10,8,Historian
7733,13,Grade 10,10.0,88,86,62,80,2,4,3,2,2,20,1,"dance, music, sports",healthcare,9,6,Historian
7734,13,Grade 10,9.0,84,90,60,64,1,1,2,3,3,15,1,"painting, reading, travel",business,8,5,Software Engineer
7735,27,UG,8.9,80,65,50,71,3,3,1,4,4,13,1,"coding, painting",technology,8,5,IT Specialist
7736,25,UG,5.9,59,79,98,50,3,3,2,2,3,24,1,"music, dance, gaming",business,8,5,Engineering
7737,16,Grade 12,6.1,100,76,50,75,2,2,4,2,5,26,1,"gaming, dance, science",healthcare,11,7,Defence Persenal
7738,14,Grade 10,5.8,86,74,63,71,2,3,3,1,3,24,1,"dance, painting, gaming",technology,13,8,Engineering
7739,21,UG,7.6,80,86,76,70,5,2,3,3,3,25,0,"coding, writing, travel",arts,11,6,MBA
7740,21,UG,5.7,65,76,64,81,3,3,4,2,4,33,0,dance,technology,12,6,Engineering
7741,24,PG,6.8,52,85,67,80,3,2,1,2,2,24,0,"history, sports, research",business,12,5,CA
7742,28,PG,7.4,61,71,93,73,2,2,1,1,1,9,1,"history, painting, reading",healthcare,11,8,CA
7743,19,UG,7.7,89,69,60,65,4,3,3,3,2,20,1,sports,arts,7,3,Data Scientist
7744,19,UG,7.9,89,58,62,70,4,1,3,3,2,16,0,"writing, debate",healthcare,11,5,Arts
7745,21,UG,7.2,71,70,74,73,1,2,2,2,2,20,0,"debate, research, history",technology,8,7,Finance Manager
7746,18,UG,8.9,85,54,77,53,2,3,4,3,3,26,0,"reading, coding, science",healthcare,7,4,IT Specialist
7747,19,UG,6.8,87,67,84,57,2,2,2,1,2,14,1,science,healthcare,15,8,Lawyer
7748,23,UG,9.5,71,77,80,52,4,3,1,4,1,27,1,"history, painting",healthcare,8,8,Data Scientist
7749,13,Grade 10,5.0,66,79,71,77,3,1,4,4,3,22,0,dance,healthcare,9,9,IT Specialist
7750,14,Grade 10,8.4,85,68,53,57,2,1,3,2,2,23,0,"coding, finance",technology,6,9,Finance Manager
7751,22,UG,8.8,74,82,70,82,4,3,3,3,1,20,1,"debate, coding",technology,7,5,Software Engineer
7752,19,UG,7.7,73,74,91,82,4,3,2,3,5,29,1,"history, travel",business,9,8,MBA
7753,23,PG,7.9,65,83,76,81,3,2,3,2,4,22,1,debate,business,12,7,Finance Manager
7754,22,UG,7.6,80,73,64,78,3,3,5,2,3,12,1,"writing, science",business,9,8,Software Engineer
7755,13,Grade 10,7.8,82,76,67,54,1,3,3,3,2,16,1,"science, writing",technology,9,4,Engineering
7756,18,UG,5.0,79,65,75,80,4,2,3,3,2,29,1,"coding, finance, sports",arts,13,7,Defence Persenal
7757,20,UG,10.0,84,85,82,88,3,3,2,4,2,23,1,"reading, coding, music",arts,9,5,Data Scientist
7758,20,UG,7.4,62,77,86,64,2,3,2,2,2,21,0,"writing, travel",healthcare,12,8,Arts
7759,23,UG,7.7,79,89,64,75,2,2,2,3,1,22,0,"gaming, reading",healthcare,8,7,CA
7760,14,Grade 10,7.9,77,72,79,67,3,3,1,2,1,17,1,"gaming, dance, science",healthcare,12,7,Software Engineer
7761,15,Grade 10,7.3,72,66,68,52,1,4,4,4,3,18,1,"painting, dance, writing",healthcare,13,4,Medicine
7762,19,UG,5.9,71,71,73,50,2,4,2,1,3,19,1,finance,arts,3,10,Lawyer
7763,13,Grade 10,7.4,76,80,66,79,4,2,3,5,2,19,1,"history, music",healthcare,9,8,Defence Persenal
7764,15,Grade 10,6.1,53,78,60,65,4,4,3,2,5,23,0,"research, history, dance",technology,9,5,Defence Persenal
7765,19,UG,5.0,77,77,86,66,3,3,1,2,3,25,1,"coding, research, dance",healthcare,13,7,IT Specialist
7766,17,Grade 12,8.2,70,98,56,65,2,4,3,3,2,36,1,"history, gaming",technology,17,10,Engineering
7767,13,Grade 10,10.0,81,72,75,58,3,2,2,3,1,19,1,"travel, coding",arts,9,7,Medicine
7768,16,Grade 12,8.0,70,71,67,61,2,2,2,2,2,17,1,sports,arts,7,8,Engineering
7769,20,UG,8.8,99,80,67,78,3,3,2,2,2,34,1,painting,healthcare,14,7,Defence Persenal
7770,14,Grade 10,7.0,72,81,63,71,3,2,1,3,2,8,1,"reading, dance",arts,7,6,Defence Persenal
7771,19,UG,6.6,90,84,78,59,2,2,3,4,3,26,1,history,technology,9,8,MBA
7772,23,PG,8.3,92,82,57,75,2,1,1,4,2,27,0,science,healthcare,12,5,CA
7773,13,Grade 10,7.8,75,83,68,64,3,4,3,4,2,5,1,travel,arts,9,8,Engineering
7774,20,UG,7.3,67,67,72,53,1,2,4,2,3,27,0,"coding, debate, gaming",arts,6,7,Medicine
7775,20,UG,7.5,81,63,87,81,2,3,3,4,3,11,1,travel,healthcare,9,7,MBA
7776,22,UG,9.6,72,71,53,70,3,3,1,1,2,17,1,science,technology,9,4,MBA
7777,22,UG,7.9,75,66,65,64,4,2,3,2,1,20,0,"history, reading, writing",arts,9,6,Engineering
7778,13,Grade 10,9.1,75,72,72,64,2,4,4,3,2,24,0,reading,technology,8,7,Software Engineer
7779,16,Grade 12,6.5,66,81,78,63,4,3,3,4,1,19,0,"gaming, coding",arts,5,5,Lawyer
7780,19,UG,7.1,71,76,84,83,1,2,2,3,3,17,0,"sports, gaming",healthcare,10,10,Finance Manager
7781,18,UG,8.5,52,91,50,85,1,4,3,4,1,14,1,reading,arts,9,6,Lawyer
7782,13,Grade 10,8.9,77,71,62,78,3,2,3,3,3,19,0,"gaming, reading",arts,8,4,Data Scientist
7783,24,PG,7.3,69,77,73,67,4,2,3,3,4,10,1,travel,arts,6,9,MBA
7784,14,Grade 10,8.2,88,82,94,87,2,2,3,2,2,19,0,history,arts,8,9,Data Scientist
7785,22,UG,7.5,53,76,60,85,3,5,4,2,2,22,1,dance,healthcare,12,3,Lawyer
7786,21,UG,6.2,70,76,74,67,3,3,1,2,3,11,0,"debate, research, sports",technology,7,7,IT Specialist
7787,16,Grade 12,7.4,81,70,83,83,3,1,1,1,4,17,1,"sports, reading, coding",technology,10,9,IT Specialist
7788,18,UG,7.4,63,77,65,76,2,2,3,2,2,24,0,"travel, dance, writing",business,10,3,Data Scientist
7789,22,UG,7.1,84,77,90,63,3,3,2,2,2,12,0,debate,healthcare,7,7,Software Engineer
7790,15,Grade 10,7.7,63,68,50,88,1,3,2,2,3,23,1,music,business,11,6,MBA
7791,13,Grade 10,9.5,66,72,83,86,3,1,1,2,2,19,0,"history, painting, reading",business,12,4,Arts
7792,18,UG,8.2,76,73,50,59,5,3,3,3,2,5,1,dance,arts,11,6,Historian
7793,13,Grade 10,8.8,73,84,66,90,1,3,2,2,1,14,1,"gaming, history, travel",technology,10,6,Defence Persenal
7794,19,UG,6.8,87,75,73,76,3,2,3,2,1,22,1,"reading, science",technology,8,6,Lawyer
7795,17,Grade 12,7.6,85,79,87,74,4,4,2,4,2,12,1,"research, sports",technology,14,9,Arts
7796,16,Grade 12,7.5,80,66,80,51,3,2,4,1,2,26,1,science,healthcare,10,8,Data Scientist
7797,19,UG,6.9,79,61,66,74,3,3,1,1,2,14,0,"dance, sports",healthcare,11,5,CA
7798,19,UG,6.9,92,91,51,69,3,5,5,2,2,10,0,history,arts,15,5,IT Specialist
7799,16,Grade 12,6.9,65,68,85,78,3,4,2,3,3,26,1,"painting, travel, dance",arts,6,6,Engineering
7800,18,UG,6.1,79,64,67,81,1,3,2,3,2,16,0,dance,business,8,8,Lawyer
