id,age,education_level,cgpa,math_score,physics_score,biology_score,history_score,openness,conscientiousness,extraversion,agreeableness,neuroticism,weekly_self_study_hours,extracurricular_activities,hobbies,interests,budget,career_demand_score,career_aspiration
27243,17,Grade 12,6.5,84,80,63,50,4,1,3,4,2,31,0,"debate, painting",technology,7,7,Engineering
27244,25,UG,6.4,66,55,69,58,4,3,3,2,2,17,0,"sports, reading, history",technology,12,5,Data Scientist
27245,21,UG,9.5,72,71,67,90,2,1,3,4,4,20,1,painting,healthcare,9,5,CA
27246,24,UG,6.1,70,66,59,61,3,2,1,2,2,21,0,gaming,healthcare,10,8,IT Specialist
27247,18,UG,7.6,62,73,71,84,2,3,3,1,4,20,1,"history, sports",healthcare,10,3,Engineering
27248,19,UG,8.4,82,62,60,72,1,4,2,4,1,23,0,history,technology,10,8,Data Scientist
27249,18,UG,5.0,74,71,72,50,2,3,1,2,3,21,1,"coding, reading, history",business,13,9,Historian
27250,21,UG,5.6,68,80,79,82,2,3,3,1,3,19,1,research,technology,9,10,MBA
27251,22,UG,7.9,61,75,50,50,1,4,3,1,4,21,1,travel,technology,9,8,Engineering
27252,17,Grade 12,7.1,72,60,56,84,2,4,3,2,3,11,1,"reading, music",technology,10,8,Historian
27253,20,UG,9.2,80,79,60,54,2,4,1,4,3,16,1,gaming,healthcare,7,9,Medicine
27254,16,Grade 12,5.4,65,76,87,69,2,3,3,3,2,29,1,writing,business,12,9,Defence Persenal
27255,23,PG,7.4,77,94,58,67,2,1,4,3,2,23,1,debate,healthcare,11,4,Defence Persenal
27256,17,Grade 12,9.5,59,72,62,65,2,2,4,2,3,14,1,dance,arts,10,8,Software Engineer
27257,17,Grade 12,9.6,65,69,69,76,3,2,3,4,1,22,1,"coding, painting",arts,11,7,MBA
27258,13,Grade 10,7.5,79,72,64,54,1,1,3,2,3,10,0,"debate, music",healthcare,11,5,Arts
27259,20,UG,6.9,90,78,54,70,2,3,2,2,1,19,1,"music, sports, debate",arts,8,6,Historian
27260,18,UG,8.8,75,73,87,76,1,3,4,3,4,12,0,"travel, sports",technology,8,6,Medicine
27261,17,Grade 12,7.6,67,70,72,63,1,2,4,3,3,14,1,"music, gaming, debate",technology,5,5,Finance Manager
27262,15,Grade 10,6.0,83,71,89,82,2,2,2,4,2,18,1,research,business,10,4,Engineering
27263,25,PG,6.7,63,83,56,60,2,3,2,4,3,32,1,"dance, reading, music",technology,6,6,Lawyer
27264,23,UG,8.3,78,69,79,83,2,2,2,3,4,18,0,writing,business,16,5,Software Engineer
27265,21,UG,5.0,87,77,84,74,2,3,2,4,3,25,1,"history, gaming",business,13,7,Finance Manager
27266,14,Grade 10,7.9,76,65,56,59,2,3,2,2,4,6,0,reading,business,8,5,Historian
27267,17,Grade 12,8.3,71,52,61,74,1,1,3,1,2,16,1,"reading, writing",arts,12,7,Data Scientist
27268,21,UG,7.9,81,67,57,60,4,1,5,3,4,18,0,gaming,healthcare,8,3,Arts
27269,18,UG,7.0,74,70,57,51,3,1,3,4,4,19,0,"history, coding, sports",arts,8,10,Defence Persenal
27270,14,Grade 10,7.2,73,63,55,92,3,3,2,1,4,12,1,"research, science, reading",business,9,6,Software Engineer
27271,17,Grade 12,6.0,70,67,64,71,1,3,1,2,2,14,1,"research, gaming",business,10,4,Lawyer
27272,14,Grade 10,6.4,78,62,69,68,4,3,3,3,2,22,0,"science, dance, reading",arts,4,9,CA
27273,13,Grade 10,7.7,84,77,63,55,3,1,1,1,2,16,0,"painting, music",healthcare,6,8,Medicine
27274,16,Grade 12,8.3,64,69,50,59,2,1,3,2,1,23,0,"science, history",business,10,10,Historian
27275,18,UG,7.7,54,77,57,67,3,3,1,3,2,23,0,"writing, dance",arts,7,6,Software Engineer
27276,28,UG,6.9,81,71,81,60,3,4,2,1,2,21,0,"coding, music, travel",arts,8,10,Data Scientist
27277,17,Grade 12,9.4,78,64,68,68,3,1,3,1,3,10,0,"painting, music",arts,8,7,Software Engineer
27278,13,Grade 10,10.0,71,81,95,60,1,2,3,2,2,22,0,"finance, reading",technology,15,5,Arts
27279,13,Grade 10,7.2,70,94,61,90,2,4,2,3,3,17,0,"debate, gaming, music",healthcare,9,9,Defence Persenal
27280,19,UG,5.8,64,74,50,69,3,1,1,2,2,28,0,sports,healthcare,9,8,Lawyer
27281,23,UG,6.4,72,69,67,84,1,2,1,3,2,13,0,"coding, research",arts,12,8,Arts
27282,18,UG,7.8,77,79,70,86,1,3,1,4,2,29,1,"debate, history",business,9,3,Defence Persenal
27283,16,Grade 12,7.7,86,64,100,50,4,5,3,2,1,33,0,"history, reading",healthcare,9,9,Historian
27284,13,Grade 10,9.6,74,68,78,50,1,2,5,3,2,19,1,"sports, finance, debate",healthcare,3,8,Software Engineer
27285,15,Grade 10,8.1,63,76,62,65,3,4,2,4,3,5,1,"music, debate",healthcare,3,7,MBA
27286,16,Grade 12,8.6,63,69,75,83,1,2,3,4,3,20,1,travel,arts,6,6,Defence Persenal
27287,14,Grade 10,6.7,87,65,86,73,2,2,1,2,2,24,0,"travel, painting",business,10,9,Medicine
27288,18,UG,9.1,78,69,65,66,2,3,1,2,3,19,1,"coding, painting, science",business,8,7,IT Specialist
27289,14,Grade 10,8.0,88,86,54,61,1,4,2,1,2,25,1,"travel, coding, science",healthcare,10,5,Software Engineer
27290,20,UG,6.2,71,81,79,52,3,2,3,2,1,17,1,dance,technology,6,9,Data Scientist
27291,16,Grade 12,9.2,75,69,61,91,4,3,3,3,3,10,1,writing,business,13,5,Defence Persenal
27292,17,Grade 12,6.9,65,69,75,67,2,4,4,2,3,21,1,"science, finance, travel",arts,8,6,Historian
27293,19,UG,6.1,69,69,77,91,2,3,2,2,2,12,1,"music, sports, coding",arts,10,9,Arts
27294,24,UG,8.2,69,74,76,60,3,3,3,2,4,35,0,"gaming, dance",arts,9,7,MBA
27295,21,UG,6.3,84,77,55,72,2,4,4,2,4,28,1,sports,business,12,5,Software Engineer
27296,17,Grade 12,8.4,71,61,87,76,3,4,4,3,2,14,0,"science, reading",healthcare,8,7,Software Engineer
27297,24,UG,9.4,68,83,72,58,1,2,3,3,2,28,0,"reading, writing",business,7,5,Finance Manager
27298,17,Grade 12,7.2,65,78,84,68,2,4,3,3,3,20,1,"sports, writing",arts,8,8,Arts
27299,19,UG,8.2,87,72,70,67,3,4,2,3,2,11,1,"gaming, finance, painting",healthcare,8,5,IT Specialist
27300,20,UG,9.2,64,68,60,71,2,1,4,2,2,20,1,history,arts,9,10,Medicine
27301,27,UG,6.5,71,73,79,59,3,3,2,4,2,18,1,science,arts,12,9,Data Scientist
27302,19,UG,7.4,88,67,63,77,4,3,2,2,1,24,1,"finance, painting",healthcare,6,5,Engineering
27303,16,Grade 12,10.0,79,80,69,59,2,2,2,2,2,23,1,"writing, painting, gaming",business,13,3,IT Specialist
27304,15,Grade 10,7.6,83,69,53,70,1,3,5,1,3,22,1,"debate, writing",healthcare,10,7,Historian
27305,27,UG,8.1,87,65,74,97,4,3,3,3,2,14,1,"sports, history, coding",business,4,5,Finance Manager
27306,19,UG,8.9,76,65,70,57,1,2,4,4,2,21,1,"painting, coding",arts,6,7,Historian
27307,20,UG,8.5,91,70,56,81,4,3,3,1,3,11,1,travel,healthcare,3,6,Defence Persenal
27308,14,Grade 10,9.3,87,65,66,70,3,4,2,1,1,8,0,music,arts,16,5,Arts
27309,24,UG,7.2,54,60,50,56,3,1,2,2,4,23,0,music,healthcare,3,4,MBA
27310,18,UG,8.3,85,56,55,50,3,2,4,4,3,23,1,gaming,healthcare,5,5,Arts
27311,15,Grade 10,7.9,59,82,64,63,3,2,2,4,2,11,1,debate,business,11,5,MBA
27312,19,UG,7.3,77,92,65,50,1,3,2,2,3,27,1,painting,business,5,8,Lawyer
27313,24,PG,6.9,67,64,52,75,1,5,3,3,2,25,1,"history, reading",arts,5,8,IT Specialist
27314,21,UG,7.6,68,100,68,74,2,3,3,3,2,21,0,"research, gaming",business,9,5,Historian
27315,18,UG,6.3,68,76,96,68,3,2,3,2,2,15,0,debate,healthcare,10,7,Software Engineer
27316,21,UG,5.5,67,68,85,68,4,3,4,2,2,22,0,writing,arts,10,10,Defence Persenal
27317,27,PG,8.6,69,70,90,75,2,4,3,3,3,25,0,dance,business,12,4,CA
27318,22,UG,8.1,64,80,80,76,2,4,1,4,3,15,1,painting,technology,7,5,IT Specialist
27319,21,UG,8.3,75,86,50,97,4,2,3,2,2,25,1,history,business,16,6,Defence Persenal
27320,23,PG,5.5,74,80,76,68,3,2,2,3,4,14,1,"sports, music, finance",business,11,10,Historian
27321,13,Grade 10,8.4,80,55,63,60,3,3,2,3,1,22,0,coding,technology,14,4,Data Scientist
27322,25,UG,7.5,61,62,57,98,3,2,1,2,4,20,1,travel,arts,11,7,Lawyer
27323,13,Grade 10,7.0,50,87,72,71,3,1,3,3,2,23,0,"sports, reading",healthcare,7,6,Historian
27324,16,Grade 12,7.9,69,72,64,56,2,3,2,2,4,15,1,"history, reading, music",business,4,5,Lawyer
27325,19,UG,7.4,82,72,77,78,2,2,3,3,2,32,0,history,healthcare,15,8,Defence Persenal
27326,19,UG,7.2,82,75,53,89,3,1,2,3,2,25,1,"research, gaming, writing",arts,12,7,Engineering
27327,24,PG,7.0,83,81,80,66,3,2,1,4,3,16,1,"travel, science",business,5,5,Medicine
27328,13,Grade 10,5.6,75,79,75,71,2,2,2,3,3,10,1,"reading, debate",technology,11,8,Medicine
27329,18,UG,5.7,82,83,57,68,4,2,3,2,3,23,1,science,healthcare,8,7,Medicine
27330,16,Grade 12,6.4,67,60,85,71,3,4,3,1,2,19,1,"writing, coding",healthcare,13,6,Engineering
27331,21,UG,5.1,79,73,57,71,1,1,3,3,1,17,0,"music, finance, dance",technology,7,7,Medicine
27332,24,PG,5.8,70,77,84,50,4,3,3,4,2,15,0,"sports, debate",arts,14,8,IT Specialist
27333,18,UG,5.7,76,72,91,69,2,1,3,3,3,25,0,"research, finance, coding",technology,10,7,Software Engineer
27334,21,UG,7.7,64,80,59,50,2,3,2,2,2,24,1,debate,technology,9,8,IT Specialist
27335,20,UG,9.6,82,59,50,69,3,2,1,2,2,22,1,science,arts,8,6,Software Engineer
27336,19,UG,8.6,78,72,75,82,2,1,3,3,3,22,0,"debate, painting",business,10,6,Lawyer
27337,20,UG,7.5,62,60,77,65,1,2,5,3,3,14,1,"painting, debate, research",technology,8,4,IT Specialist
27338,16,Grade 12,8.7,73,73,55,50,1,1,1,3,4,14,1,"music, research",business,11,7,Data Scientist
27339,24,UG,9.7,74,67,51,77,1,2,2,2,2,13,0,"coding, music, debate",arts,7,8,IT Specialist
27340,22,UG,7.8,58,68,95,80,4,3,3,1,1,17,1,"science, sports",healthcare,8,6,Lawyer
27341,17,Grade 12,5.7,76,61,63,65,1,2,2,5,2,26,0,gaming,business,9,6,Engineering
27342,15,Grade 10,7.9,78,67,74,50,2,1,3,2,2,21,1,"gaming, music, dance",healthcare,5,8,CA
27343,15,Grade 10,5.5,71,68,60,50,2,2,2,1,1,15,0,"research, finance, writing",technology,17,9,Historian
27344,23,PG,8.6,75,70,68,68,3,3,2,2,4,23,1,history,healthcare,8,4,Historian
27345,19,UG,8.0,65,78,80,77,3,1,3,2,3,29,1,"debate, travel",healthcare,8,10,Defence Persenal
27346,20,UG,5.7,60,68,91,63,1,3,3,2,2,19,1,"debate, painting",healthcare,14,6,IT Specialist
27347,17,Grade 12,7.7,71,92,60,74,3,1,3,1,3,32,0,"sports, music",technology,3,9,Lawyer
27348,19,UG,7.2,65,65,63,65,3,3,3,4,1,22,1,"history, travel",healthcare,10,6,Medicine
27349,13,Grade 10,10.0,68,55,61,59,2,3,2,1,4,17,1,"reading, research",business,12,7,Software Engineer
27350,23,UG,6.3,74,73,87,50,4,3,4,1,1,22,1,history,healthcare,14,4,IT Specialist
27351,16,Grade 12,7.4,86,64,56,71,3,2,3,2,3,15,0,"finance, coding, dance",technology,11,8,Engineering
27352,16,Grade 12,6.8,69,82,84,71,2,3,2,2,3,11,0,"dance, science",technology,11,4,Lawyer
27353,20,UG,6.4,82,78,63,74,1,2,3,2,4,20,1,"gaming, dance, finance",arts,10,6,Finance Manager
27354,16,Grade 12,9.4,79,87,78,54,2,3,2,2,3,22,0,"research, dance, science",technology,11,7,Historian
27355,17,Grade 12,7.3,74,85,74,73,3,1,2,4,4,25,0,"travel, music",technology,8,7,Defence Persenal
27356,19,UG,7.1,88,78,72,89,4,3,1,3,4,18,1,"coding, finance",technology,7,8,CA
27357,14,Grade 10,8.1,78,68,79,81,2,3,3,2,2,9,0,"sports, debate",healthcare,9,5,CA
27358,18,UG,6.0,100,67,73,73,3,4,3,3,3,29,1,travel,healthcare,4,6,Lawyer
27359,21,UG,7.5,73,76,68,66,3,4,2,2,3,20,0,"science, travel",arts,6,3,Finance Manager
27360,19,UG,7.5,63,89,68,65,2,3,3,3,1,16,0,"dance, gaming, reading",healthcare,14,8,Arts
27361,22,UG,6.5,64,86,77,72,1,2,3,2,1,25,1,"sports, coding, finance",arts,14,7,IT Specialist
27362,21,UG,9.3,51,70,73,69,5,3,3,1,4,29,1,history,technology,8,6,Finance Manager
27363,17,Grade 12,9.4,74,67,78,64,2,2,2,3,3,21,0,"sports, debate",healthcare,5,10,Engineering
27364,16,Grade 12,7.6,80,68,65,70,4,3,2,1,2,14,0,"sports, history",technology,7,6,Medicine
27365,28,UG,6.8,65,65,70,76,3,2,3,1,2,19,0,gaming,healthcare,13,4,Medicine
27366,22,UG,6.1,68,86,66,72,1,2,2,4,2,24,0,history,technology,9,7,Lawyer
27367,16,Grade 12,6.6,80,85,69,79,3,4,2,2,4,17,1,"coding, sports, writing",business,6,6,Historian
27368,22,UG,7.6,62,79,70,67,1,1,3,2,3,23,1,"music, debate, coding",healthcare,5,6,IT Specialist
27369,19,UG,5.9,82,82,71,78,2,4,4,3,2,17,1,"science, coding",healthcare,7,5,CA
27370,18,UG,7.6,67,79,51,64,1,2,2,3,2,22,1,"dance, painting",technology,8,5,IT Specialist
27371,13,Grade 10,7.3,71,80,70,74,4,4,1,3,4,16,1,"history, travel",healthcare,5,6,Arts
27372,19,UG,7.2,55,73,75,88,3,1,1,3,4,10,0,"writing, reading",business,13,5,MBA
27373,13,Grade 10,5.5,64,55,61,51,1,1,3,2,2,19,0,"dance, painting, coding",business,10,6,Engineering
27374,15,Grade 10,8.9,83,72,59,82,2,3,4,3,2,10,1,"science, debate, music",business,9,3,Arts
27375,18,UG,8.0,61,73,61,53,5,2,2,3,3,25,0,"travel, sports, gaming",arts,13,6,Defence Persenal
27376,19,UG,7.9,72,91,68,64,3,1,2,2,2,19,1,"history, gaming",technology,10,7,Finance Manager
27377,23,UG,6.2,67,75,74,50,2,3,3,2,3,30,0,music,business,9,6,Finance Manager
27378,17,Grade 12,6.7,64,69,75,81,2,1,3,4,2,17,1,"research, music",technology,4,4,MBA
27379,20,UG,7.0,73,72,70,50,4,1,4,3,1,16,1,"debate, gaming, finance",arts,8,5,Medicine
27380,24,PG,9.6,70,67,73,80,3,2,2,3,5,33,0,"gaming, music, research",business,11,4,Engineering
27381,16,Grade 12,7.9,75,58,70,68,2,1,3,4,2,17,1,"travel, gaming, painting",technology,6,9,Defence Persenal
27382,20,UG,7.9,88,74,79,74,3,4,2,1,3,24,1,"debate, history, science",arts,10,3,Engineering
27383,17,Grade 12,6.5,77,83,82,96,2,2,4,3,4,11,1,"painting, reading, writing",technology,7,8,Historian
27384,27,PG,10.0,74,74,71,88,3,2,2,1,2,14,1,"finance, research",healthcare,12,4,Medicine
27385,27,UG,9.1,76,77,82,67,2,1,2,5,4,20,1,"history, reading",technology,8,6,Defence Persenal
27386,22,UG,7.7,79,73,82,61,3,2,2,2,4,24,0,sports,business,8,6,CA
27387,21,UG,9.2,69,60,58,64,3,2,1,2,2,17,0,travel,business,12,8,Medicine
27388,13,Grade 10,7.4,80,80,74,73,2,3,3,2,3,15,1,"reading, finance, coding",healthcare,9,10,IT Specialist
27389,18,UG,7.6,64,78,83,65,2,4,2,4,3,17,1,writing,healthcare,13,6,Medicine
27390,27,PG,6.1,79,75,84,79,3,2,3,3,2,26,1,"writing, gaming, science",arts,9,5,Software Engineer
27391,25,UG,7.2,83,66,75,50,2,3,3,3,2,27,1,"research, music, writing",technology,3,5,Engineering
27392,13,Grade 10,6.6,90,74,52,95,3,1,3,1,3,23,0,"music, dance, gaming",arts,14,6,Lawyer
27393,20,UG,7.3,65,67,64,81,1,4,2,2,1,30,1,"debate, science",healthcare,8,6,Engineering
27394,20,UG,7.1,88,77,60,76,1,2,2,2,1,21,0,"debate, travel",business,9,5,Arts
27395,13,Grade 10,5.4,72,80,74,65,3,4,3,2,3,22,1,"writing, reading",arts,12,5,Software Engineer
27396,20,UG,7.2,88,76,71,62,1,2,2,4,3,27,0,science,arts,10,5,Finance Manager
27397,17,Grade 12,8.2,81,82,89,51,2,3,1,4,2,17,1,"science, dance, travel",arts,11,6,CA
27398,22,UG,6.9,76,63,68,65,1,3,1,2,2,20,0,"history, music, research",technology,9,7,Medicine
27399,19,UG,8.4,53,89,100,78,4,2,2,1,2,22,1,research,healthcare,5,8,Finance Manager
27400,13,Grade 10,6.0,82,69,83,60,3,4,5,4,3,14,1,"finance, music, reading",healthcare,12,5,Engineering
27401,22,UG,7.2,70,74,74,73,3,1,3,2,5,14,1,"debate, gaming",business,11,5,IT Specialist
27402,17,Grade 12,6.9,72,74,50,53,3,2,4,2,2,15,1,finance,healthcare,11,3,Medicine
27403,21,UG,5.6,85,89,72,73,3,4,2,5,2,23,1,"dance, gaming, sports",arts,7,5,Software Engineer
27404,23,PG,7.3,64,76,77,64,3,2,3,2,1,29,1,"reading, history",business,9,9,CA
27405,23,PG,7.8,74,59,62,71,3,2,4,1,3,24,0,music,healthcare,6,7,CA
27406,20,UG,7.1,70,83,69,79,1,2,1,2,3,17,1,"coding, history, debate",arts,10,6,MBA
27407,18,UG,8.3,81,83,57,50,2,2,4,2,3,18,0,history,business,10,7,Arts
27408,24,PG,8.2,72,74,73,61,2,2,3,1,3,27,0,"music, dance, research",healthcare,7,8,Medicine
27409,23,PG,9.9,73,77,78,83,1,3,2,3,1,19,1,"sports, debate, writing",technology,11,6,Engineering
27410,17,Grade 12,6.7,59,79,79,66,2,4,2,1,2,25,0,"painting, music",healthcare,10,6,Medicine
27411,22,UG,7.6,73,62,77,80,3,3,2,3,2,21,0,"writing, history, gaming",technology,8,8,Medicine
27412,23,PG,7.8,75,75,50,65,3,3,3,5,5,13,1,"research, music, writing",healthcare,13,4,IT Specialist
27413,13,Grade 10,6.2,71,82,88,69,3,3,4,2,2,24,1,"dance, science, painting",arts,13,5,Engineering
27414,17,Grade 12,6.3,71,76,73,71,3,2,2,1,4,25,1,"research, coding, history",healthcare,7,7,Arts
27415,21,UG,7.3,78,79,71,67,4,2,2,2,2,12,0,debate,arts,8,8,Defence Persenal
27416,18,UG,7.6,67,70,97,76,2,3,3,4,3,25,0,dance,business,9,6,Software Engineer
27417,20,UG,7.2,78,62,83,68,2,2,1,3,3,25,0,"research, gaming",technology,12,7,IT Specialist
27418,17,Grade 12,6.3,63,58,78,68,2,2,3,3,3,24,1,"research, writing, reading",arts,11,5,Medicine
27419,17,Grade 12,9.7,84,71,69,77,3,2,2,3,2,11,0,"dance, research",business,12,8,IT Specialist
27420,20,UG,6.8,75,80,65,70,3,2,2,3,4,26,1,"gaming, research",healthcare,8,6,Lawyer
27421,17,Grade 12,7.0,75,76,67,56,2,2,3,2,2,18,0,"research, dance",business,13,5,Arts
27422,15,Grade 10,9.3,85,82,68,90,2,1,3,2,3,22,0,coding,business,10,8,Arts
27423,21,UG,8.4,85,69,58,50,2,3,2,1,2,26,1,"painting, research, science",healthcare,13,6,Finance Manager
27424,14,Grade 10,7.3,88,90,93,99,2,3,2,1,4,7,0,"writing, dance",technology,4,5,Software Engineer
27425,19,UG,9.9,72,57,62,64,4,2,4,3,4,14,0,"music, coding",business,13,8,Medicine
27426,21,UG,8.3,63,85,57,63,4,3,2,2,2,21,1,writing,technology,9,7,Arts
27427,23,PG,6.8,71,61,72,74,2,2,3,2,3,16,1,"research, music",business,15,10,Historian
27428,21,UG,7.2,86,66,50,61,3,3,3,1,4,19,0,history,healthcare,13,8,Medicine
27429,15,Grade 10,6.1,54,78,76,65,2,1,3,4,2,23,1,research,healthcare,4,5,Arts
27430,24,PG,6.9,72,71,73,60,3,2,1,4,3,18,1,"reading, research",business,11,4,Finance Manager
27431,18,UG,6.3,76,62,61,51,4,2,2,1,1,18,0,finance,business,7,7,Medicine
27432,22,UG,8.3,81,60,66,73,2,3,2,1,1,18,1,"history, science",healthcare,8,7,IT Specialist
27433,20,UG,9.2,59,50,69,68,2,3,3,2,2,21,0,"music, science, writing",arts,13,5,Data Scientist
27434,22,UG,6.5,78,63,62,80,2,2,2,2,4,21,1,dance,business,10,5,Finance Manager
27435,26,UG,7.5,91,73,51,80,3,5,3,2,3,24,0,"travel, sports",arts,4,8,IT Specialist
27436,19,UG,5.0,50,88,88,75,1,3,3,3,2,24,0,science,technology,4,6,Lawyer
27437,16,Grade 12,5.9,84,84,59,60,4,2,2,1,2,24,1,"painting, dance",technology,9,10,Medicine
27438,16,Grade 12,7.1,65,79,62,50,2,3,2,2,2,17,0,"science, history",business,10,7,Finance Manager
27439,30,PG,8.3,79,84,85,72,3,1,1,1,1,25,1,science,healthcare,9,5,Software Engineer
27440,15,Grade 10,7.0,79,80,67,76,3,2,2,2,3,18,1,"debate, gaming, painting",arts,11,10,Defence Persenal
27441,20,UG,6.6,57,79,51,69,5,3,1,1,2,21,1,debate,healthcare,11,9,Arts
27442,15,Grade 10,5.0,82,68,63,89,2,1,1,3,3,21,0,finance,business,12,8,IT Specialist
27443,20,UG,9.3,65,87,59,67,4,1,3,2,3,27,0,"sports, science, history",technology,7,5,Medicine
27444,19,UG,7.7,70,72,72,71,3,2,2,3,2,21,0,science,business,8,6,Historian
27445,21,UG,8.8,63,73,61,76,1,3,2,3,2,13,0,"reading, writing",business,10,6,CA
27446,15,Grade 10,9.4,82,94,60,76,2,1,4,3,1,12,1,"writing, sports",technology,10,3,Arts
27447,15,Grade 10,6.8,75,76,85,75,3,4,2,2,3,17,0,"debate, reading, dance",business,9,6,Data Scientist
27448,21,UG,7.7,84,63,54,55,2,2,2,1,3,28,0,"debate, music, coding",healthcare,10,6,CA
27449,26,UG,7.7,76,69,63,66,3,2,1,2,2,19,1,"reading, coding, travel",business,6,6,Defence Persenal
27450,18,UG,9.0,83,65,80,69,3,2,2,1,1,13,0,writing,technology,11,6,Arts
27451,25,UG,7.4,64,78,60,61,1,2,3,5,1,21,0,"history, coding, debate",business,3,6,Defence Persenal
27452,21,UG,6.8,100,50,79,57,1,3,3,3,3,25,0,"music, travel, painting",arts,13,5,Finance Manager
27453,16,Grade 12,9.1,75,83,63,82,1,4,1,1,2,29,1,finance,arts,11,9,Defence Persenal
27454,16,Grade 12,8.3,65,80,60,63,3,1,1,3,2,27,1,writing,technology,7,8,Arts
27455,18,UG,7.9,72,85,71,77,2,3,3,3,2,17,0,"music, writing",arts,15,7,Medicine
27456,23,UG,7.9,89,69,64,76,1,2,3,4,3,18,0,finance,arts,9,6,Engineering
27457,20,UG,8.5,72,65,69,63,3,2,2,5,3,16,0,"debate, coding, sports",arts,8,6,Software Engineer
27458,17,Grade 12,6.4,72,75,50,85,1,1,2,2,4,15,1,reading,healthcare,5,7,Arts
27459,22,UG,8.0,67,70,61,50,3,4,4,2,3,19,1,"finance, gaming",healthcare,6,5,Software Engineer
27460,14,Grade 10,6.5,67,75,75,78,3,3,2,4,3,12,0,"reading, research",healthcare,5,8,CA
27461,16,Grade 12,5.6,86,62,70,79,3,3,3,2,2,34,1,"history, writing",business,4,5,Software Engineer
27462,23,PG,5.7,74,69,66,71,3,3,1,2,4,21,1,painting,healthcare,3,5,IT Specialist
27463,18,UG,8.1,78,79,87,65,3,5,3,1,1,23,1,gaming,arts,4,7,Lawyer
27464,20,UG,7.4,66,82,94,80,2,2,4,1,3,27,1,"coding, music",business,9,3,IT Specialist
27465,17,Grade 12,8.4,59,77,76,62,2,3,4,2,4,25,1,"sports, reading",technology,9,6,MBA
27466,19,UG,6.2,87,70,85,50,2,3,3,3,3,20,1,"writing, painting, finance",technology,12,7,Historian
27467,18,UG,7.4,68,88,69,78,2,2,3,2,3,18,0,"dance, coding, gaming",business,13,4,IT Specialist
27468,22,UG,6.2,86,71,71,71,4,1,3,2,4,23,0,dance,business,9,10,Arts
27469,19,UG,7.5,63,74,79,66,2,4,1,4,3,25,0,"science, music, debate",technology,12,3,Data Scientist
27470,18,UG,8.1,75,88,78,69,2,3,3,3,3,26,1,"dance, writing, reading",business,11,6,Finance Manager
27471,27,PG,8.5,67,71,71,78,3,2,2,2,3,11,1,painting,healthcare,9,7,Historian
27472,24,PG,8.2,66,72,82,64,2,4,4,2,2,15,1,"science, finance",business,5,7,MBA
27473,15,Grade 10,8.4,90,81,62,58,3,2,2,4,4,28,1,debate,arts,9,5,Engineering
27474,23,UG,7.2,88,76,62,66,3,2,3,3,3,13,0,"dance, history, finance",business,16,8,Historian
27475,26,UG,8.0,73,88,64,55,2,2,2,3,2,25,0,"travel, writing, research",technology,12,10,Engineering
27476,20,UG,6.2,84,70,73,68,2,3,3,1,2,17,1,"travel, sports, history",arts,10,7,Data Scientist
27477,21,UG,7.3,69,99,55,64,3,1,4,2,2,26,0,painting,healthcare,9,8,Finance Manager
27478,23,UG,8.4,69,66,73,75,1,4,2,4,2,18,1,"sports, debate",technology,11,5,Medicine
27479,17,Grade 12,5.0,70,71,60,50,3,2,5,3,2,14,1,"debate, finance",arts,10,6,Defence Persenal
27480,19,UG,8.0,58,64,73,73,3,2,3,2,3,15,1,"reading, coding, science",technology,6,6,Finance Manager
27481,20,UG,6.2,73,70,81,56,3,2,1,3,4,5,1,painting,healthcare,7,7,Lawyer
27482,28,UG,8.5,81,73,51,79,2,3,3,3,3,17,1,"painting, debate, reading",arts,10,7,Data Scientist
27483,17,Grade 12,8.0,69,73,69,69,4,2,4,1,1,8,0,science,business,14,10,Medicine
27484,28,PG,8.5,54,94,68,67,3,2,2,3,4,16,1,gaming,arts,17,9,CA
27485,15,Grade 10,6.0,72,59,83,87,2,3,3,1,2,12,1,reading,business,10,6,Medicine
27486,18,UG,7.4,74,59,65,56,2,3,1,4,4,22,0,"sports, research",business,5,4,CA
27487,24,UG,9.7,64,73,65,61,3,2,2,1,2,29,1,"reading, debate",business,6,6,IT Specialist
27488,18,UG,6.8,78,96,76,65,3,2,2,3,3,26,1,"coding, science, music",healthcare,9,5,Defence Persenal
27489,22,UG,6.4,63,73,50,76,4,2,4,1,1,24,1,"painting, writing",business,16,7,Finance Manager
27490,18,UG,8.0,67,62,69,67,4,1,4,2,2,26,0,"music, coding, gaming",arts,9,8,Lawyer
27491,13,Grade 10,8.3,84,100,56,83,4,2,2,3,4,14,1,travel,business,11,5,Software Engineer
27492,20,UG,6.7,59,85,76,81,3,3,2,2,3,15,1,"music, finance",healthcare,5,4,Software Engineer
27493,19,UG,8.0,74,79,78,78,1,2,2,4,3,9,1,"sports, writing",technology,15,9,Finance Manager
27494,21,UG,10.0,86,83,58,56,2,2,3,1,2,26,1,"reading, music",arts,9,5,Arts
27495,18,UG,8.7,78,63,63,77,4,2,3,3,2,22,1,"science, dance",healthcare,6,5,Software Engineer
27496,26,PG,7.5,75,86,73,56,2,2,1,4,4,13,0,research,business,13,10,IT Specialist
27497,18,UG,8.7,61,72,73,56,4,5,3,4,4,16,1,debate,healthcare,7,6,Data Scientist
27498,23,PG,9.0,79,62,50,98,2,1,3,3,2,18,1,finance,technology,13,3,Defence Persenal
